"","ResponseId","PROLIFIC_PID","Q_RecaptchaScore","Duration (in seconds)","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid1_4_TEXT","gid2","race-eth-id_1","race-eth-id_2","race-eth-id_3","race-eth-id_4","race-eth-id_5","race-eth-id_6","race-eth-id_7","race-eth-id_8","race-eth-choice","ed","sud_hx"
"140","R_3qK8U95sHIEUGSF","5ec9cf3ed4642d4ebb802b42",1,380,5,5,5,5,11,3,5,1,5,11,11,9,1,3,9,9,7,7,9,7,11,9,9,11,11,9,9,11,11,11,11,11,11,7,11,9,7,11,7,7,9,9,11,9,7,9,55,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Professional Degree (J.D., M.D., etc.)","No"
"141","R_3Mamjbv3h7x4iqS","6038754c27f8091c6c888f05",NA,301,5,5,3,3,9,4,5,5,5,11,8,11,1,3,11,10,10,10,11,11,10,11,11,11,11,10,11,11,11,11,11,11,11,9,8,9,8,10,9,8,9,7,9,9,9,11,29,"Woman",NA,"Yes",NA,NA,NA,NA,NA,NA,"Prefer to self-describe",NA,"Mixed Race","Bachelor’s Degree","No"
"142","R_WljLr1kDVLOpr7H","581d50e882c5aa000132ce4f",1,185,5,5,NA,5,11,5,5,5,5,11,10,11,1,5,11,10,11,11,11,11,11,11,11,11,10,9,11,11,11,11,11,11,11,7,9,9,7,11,7,9,9,9,10,8,10,11,36,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"143","R_2rC8ACaGvE3sWo4","56272eeeddff3c0011bcdb7e",0.899999976158142,519,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,10,10,11,11,9,9,7,10,11,9,8,9,8,9,11,10,11,25,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,NA,"High School","No"
"144","R_3kuE757NDaCt41m","5aa2ac74873cda00010d4bd2",0.899999976158142,419,4,5,4,4,7,4,5,4,5,10,7,11,1,4,11,10,10,10,9,10,10,10,11,10,10,8,10,11,10,10,10,10,10,10,8,7,10,10,10,10,10,8,7,11,8,10,32,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"145","R_3qeDncoFK5dbexO","5ce7b20479642d00197682ea",0.800000011920929,426,4,5,3,3,9,4,4,3,5,11,8,10,1,4,8,8,7,7,7,7,11,9,8,11,10,8,10,11,11,11,7,8,10,7,8,10,10,10,7,10,10,8,11,11,7,9,47,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Master’s Degree","No"
"146","R_25FWbbDsbQStI4y","56d62dc6ebdf10000667411e",0.899999976158142,450,2,5,5,5,11,3,3,3,5,10,10,10,1,5,11,7,10,10,9,9,11,8,8,11,7,7,10,10,11,10,10,10,11,8,7,9,7,9,7,10,11,8,11,11,10,10,28,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Latino Mexican","Master’s Degree","No"
"147","R_5veNSa1PNYoenZf","5d3bdd3e3dcf870019c76307",0.899999976158142,286,5,5,5,5,11,5,5,5,5,11,8,11,1,4,11,9,11,10,11,10,10,11,11,11,11,11,11,11,11,10,10,11,11,9,9,8,9,11,9,7,9,8,10,10,11,11,40,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"148","R_2yqI9r1oToZdFW4","5da9fec949bab300155afb7f",0.899999976158142,197,4,5,5,5,11,5,4,4,5,10,11,10,1,1,8,7,7,9,9,7,10,9,10,10,10,7,10,9,11,10,11,10,10,8,8,8,8,10,7,8,7,8,11,10,11,8,49,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"149","R_RIWwzeQr9FVSnYt","5f38e87099a44d40b79e5009",0.899999976158142,234,3,5,4,2,9,3,2,2,4,9,11,10,1,2,10,7,8,8,8,8,11,9,9,10,9,10,10,10,11,9,9,10,9,8,9,9,9,9,8,7,9,9,11,11,8,8,37,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Bachelor’s Degree","No"
"150","R_3qsrOoOCyvZPRIB","5e0e66a56f6c635d77604a81",0.899999976158142,399,1,4,1,1,7,4,1,1,5,8,10,10,1,1,7,7,8,7,7,7,10,7,7,11,7,7,8,7,10,10,9,10,8,7,8,11,7,9,7,10,7,11,11,7,10,10,40,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Master’s Degree","No"
"151","R_3Jxb460KNb81QE4","5f52be0dc62ac45c309a3f22",1,225,5,5,5,5,11,5,5,5,5,11,9,11,1,5,11,11,11,11,11,11,10,11,11,11,10,11,11,11,10,11,10,11,11,9,9,8,10,10,10,8,7,7,9,11,10,10,21,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Hispanic/Latino","High School","No"
"152","R_81EIa1BAVGvdrLH","558fd02cfdf99b39cb035e5d",1,162,3,5,4,4,11,3,1,3,5,10,10,9,1,1,10,8,7,9,7,7,10,9,9,11,9,8,9,9,11,11,9,9,11,7,9,10,9,9,7,11,10,9,10,11,9,9,51,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"153","R_yjvSyhvQDvFU8nv","5f9b38a3e8bb2a1c4db0515e",1,358,5,5,5,5,11,5,5,5,5,11,9,10,1,5,11,11,11,11,10,11,11,11,11,11,10,10,11,11,11,11,10,10,11,8,8,8,8,10,9,9,9,10,10,11,11,11,41,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","Yes"
"154","R_p0C1eVZuV1fgc37","62b9bf325e1d7c99bca9d9ad",0.899999976158142,568,3,5,1,1,7,3,3,3,4,10,10,8,1,1,8,7,8,7,9,9,9,NA,10,8,8,8,10,8,10,10,10,10,9,8,10,10,7,9,7,9,8,8,7,10,10,7,30,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,"White",NA,NA,"Latino","High School","No"
"155","R_1QoWcNx4pBJSzsI","5bc9f8b677740000016a08b5",0.699999988079071,201,5,5,5,5,11,4,4,2,5,11,8,11,1,4,11,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,8,10,8,11,11,7,7,9,10,10,11,11,11,48,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Bachelor’s Degree","Yes"
"156","R_2f7eDsJx40RD2w1","62e0b085af78cf65fe501953",1,290,3,4,4,4,10,3,2,3,4,9,9,9,1,4,10,7,11,10,8,9,10,10,9,10,9,9,10,10,9,10,9,9,10,7,10,9,9,9,8,8,9,9,10,10,8,9,35,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"157","R_1CpUb4xjw6NKaYU","59a2f6d14d25e800012fcbde",0.899999976158142,583,5,NA,4,4,10,4,4,3,3,10,8,9,1,3,10,9,11,10,11,11,10,10,10,10,11,11,11,10,10,11,10,10,10,10,7,7,10,10,10,10,9,10,10,10,10,8,27,"Man",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Black American","Bachelor’s Degree","No"
"158","R_3Ei16AxaIaf85B8","6294fc5023a8698296cbf7b0",0.899999976158142,119,2,4,3,3,8,4,4,4,4,9,9,9,1,4,9,10,9,8,10,10,10,10,10,11,9,10,11,9,11,11,10,10,10,9,10,9,10,10,10,9,10,8,9,10,8,10,22,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian","Bachelor’s Degree","No"
"159","R_2t419HLtQ7xEiXc","578d3224900cc80001d2e704",1,191,5,5,5,5,11,5,5,5,5,11,9,11,1,5,10,10,11,11,11,11,10,11,11,10,10,10,11,11,11,11,11,11,10,8,8,7,8,11,8,7,8,7,9,11,11,10,37,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Associate’s Degree","No"
"160","R_3PCd6afs6TYzYs6","617612aa86abe09e0c69b7f2",0.899999976158142,287,3,5,4,4,9,5,3,4,5,10,8,10,1,4,11,10,10,10,9,10,11,10,10,10,9,9,11,10,11,11,10,10,10,10,8,8,10,9,9,10,10,8,8,11,10,9,27,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"161","R_2RV9HGAEgHQwsag","644b24eaf3425315479fcc39",1,256,2,4,2,3,10,2,3,2,3,9,10,10,1,1,9,7,7,8,7,7,11,8,9,10,8,8,8,10,10,11,8,8,10,7,10,9,8,10,7,11,9,10,11,10,8,10,49,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Jewish","High School","No"
"162","R_3p5tOj6xycS6KSe","6107940dd15a7e73888abc62",1,259,3,5,3,3,10,3,2,3,3,9,9,10,1,2,9,9,7,9,7,7,11,9,9,11,9,9,11,9,8,10,10,9,10,7,9,8,10,9,7,11,11,9,10,10,10,10,26,"Woman",NA,"Yes","Asian or Asian American",NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Asian and Latino","Bachelor’s Degree","No"
"163","R_2YfH5zKXPZ0VZmw","6376916db0ae9a57d377d0d2",1,352,1,4,4,4,11,4,4,1,5,10,10,10,1,3,10,7,8,7,7,7,11,7,7,11,7,7,7,9,7,11,8,8,10,7,10,7,7,10,7,7,8,11,11,11,11,10,70,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"164","R_1KlOU8ot1cuta01","5fd95f2691ac2024f8a883dd",0.899999976158142,222,4,5,3,3,11,3,4,4,5,11,9,9,1,4,11,9,9,10,10,10,11,10,11,11,11,11,10,11,11,11,11,11,11,7,10,7,7,11,8,7,8,9,10,11,11,10,46,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"165","R_2e8xn1vXm30st1o","61453d979fbdb8e800b8f0eb",0.899999976158142,213,5,5,5,5,11,5,5,5,5,11,7,10,1,5,11,11,11,11,11,11,9,11,10,11,11,11,11,11,11,11,11,11,11,10,9,8,9,11,9,7,8,7,9,10,10,10,41,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Other option not represented here","No"
"166","R_2wuBOtXkgZPhEGp","5e21deb5cf46ff4bb693fe85",1,295,3,5,4,2,10,2,3,3,5,10,8,10,1,3,9,10,9,10,8,8,9,9,9,10,9,9,9,11,9,11,9,9,10,11,8,8,9,10,9,8,9,8,9,11,9,8,49,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"167","R_29jhf7UXP8WR0Mt","612e88e81952522ab3d8d8a7",0.899999976158142,228,3,5,5,5,11,5,4,3,5,10,9,10,1,4,9,9,11,10,9,9,10,9,11,10,10,9,11,11,10,11,10,10,10,7,8,7,9,9,9,8,9,7,7,11,10,11,23,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"n/a","High School","Yes"
"168","R_21uMEEavWxLEbVg","60ceeec3a0bed4a1e603b8d7",0.899999976158142,201,3,5,2,2,7,3,2,1,4,10,8,10,1,2,8,7,7,7,8,7,10,9,9,10,10,9,9,9,11,10,9,9,10,7,10,9,8,10,8,10,10,10,11,8,8,8,33,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian American","Bachelor’s Degree","No"
"169","R_pRHA8kSW6aEGpMd","56b2cb399b487500052098c1",1,222,4,5,5,4,11,5,4,4,5,10,9,11,1,4,10,9,9,9,9,10,11,10,10,10,9,9,10,11,11,10,10,10,11,8,8,8,9,10,8,8,9,8,9,11,10,11,42,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"170","R_1lxz4CDjhtX7WKf","60cc1818732c199c2a2b8831",0.899999976158142,316,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,9,11,11,11,NA,11,10,11,11,10,11,11,11,11,11,11,11,10,7,8,10,11,10,8,8,7,9,10,11,11,28,"Non-binary",NA,"No",NA,NA,NA,NA,"Indigenous, Aboriginal, or First Nations","White",NA,NA,"Mixed: White and Native American (Choctaw)","Bachelor’s Degree","No"
"171","R_Q0RghCaM4aB6eL7","5ee7dd7349c24c0c91844d36",0.899999976158142,202,3,5,3,3,9,3,3,3,4,10,10,9,1,4,10,8,10,8,9,9,10,9,9,11,11,11,10,10,11,10,9,9,10,7,10,10,8,10,8,11,10,8,11,8,10,9,25,"Woman",NA,"Yes",NA,"Arab, Middle Eastern, or North African",NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"172","R_2X72oWjMqZWeoQ6","62bbcce64f644bd5698c9422",1,368,4,5,4,5,11,4,4,4,5,10,8,10,1,5,7,8,7,10,10,10,11,10,10,11,7,7,7,10,11,11,10,10,11,7,7,8,7,11,8,7,10,8,10,11,10,7,44,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"173","R_9M6GW0MoB3PBaLf","5f9b15889c51902ece84d3e7",0.899999976158142,257,5,5,4,4,11,4,4,4,5,11,7,10,1,4,10,11,8,10,10,8,10,10,11,10,11,10,10,11,11,11,11,11,11,8,7,8,10,10,9,8,8,7,10,10,10,10,34,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"174","R_3njVVQE9IAotgPe","62d133496cf7f774b8bf98a0",1,348,1,5,5,NA,11,1,1,1,5,11,11,11,1,3,7,7,7,9,7,9,10,7,11,11,7,7,11,9,10,9,11,11,11,7,11,9,7,11,7,11,11,7,11,11,10,11,49,NA,NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"WHITE","High School","No"
"175","R_OoHMnH5ashCYmUV","5b9dd322f074140001050095",0.899999976158142,215,4,5,4,5,11,4,4,4,4,10,8,11,1,4,11,10,9,11,11,10,11,11,10,10,10,10,11,10,11,11,10,10,11,9,8,8,9,10,9,8,9,8,9,11,10,11,36,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","No"
"176","R_6s5QCSKfnLiA8Bb","605359ecf7d81099c7543307",0.899999976158142,207,1,4,2,2,10,1,1,1,4,8,8,9,1,2,7,8,7,7,7,7,10,8,8,10,8,7,10,8,10,10,10,10,10,7,7,8,7,10,8,10,8,8,10,10,10,10,36,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"177","R_1Nwg5WS1FddPuTu","5e3c1c2e97ffb2000cac32b6",0.899999976158142,197,3,5,5,5,11,5,3,3,5,11,7,11,1,1,11,10,7,7,9,7,11,7,11,11,11,10,11,11,11,10,10,10,11,7,10,11,7,11,7,8,8,9,11,11,7,11,28,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Doctorate Degree (PhD, PsyD, etc.)","No"
"178","R_3nf3c4SIf8QdYFk","5f7d026c6fd2421d2dc1af04",1,274,5,5,5,5,11,5,5,5,5,11,8,11,1,5,11,11,11,11,11,11,10,11,11,10,11,11,11,11,10,11,11,11,11,10,8,7,11,11,10,7,8,7,7,11,11,11,37,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"179","R_DCvZxQuJ4Xp1lap","628659ea075d4865abe74f6a",0.899999976158142,190,1,5,5,4,11,4,4,1,4,11,10,11,1,2,11,8,8,10,7,7,11,8,8,10,11,10,10,10,10,11,10,11,10,8,8,8,10,10,7,11,10,8,10,10,7,11,31,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","Yes"
"180","R_3ndBtWcYsGlOBBS","62e12fbfcfefe85c35468bff",1,298,4,5,3,3,9,3,4,5,4,8,11,11,1,5,7,7,11,11,7,10,8,11,9,11,7,9,11,9,11,11,7,7,7,NA,7,7,11,11,7,11,11,10,9,7,7,10,23,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"pinoy","High School","No"
"181","R_1jPtVwXAL2x7QWc","5d0b7d3a1c9a4e001a11dd19",1,428,3,5,3,3,11,4,2,3,5,10,10,9,1,2,9,8,8,8,9,8,10,9,10,10,9,9,10,10,10,11,9,9,10,7,10,10,8,9,8,10,10,9,11,10,10,9,29,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Associate’s Degree","No"
"182","R_1KpxJRI3c0qBGNZ","56f59251736c79000c2241f7",1,216,1,5,2,2,11,1,1,1,5,10,11,10,1,1,8,7,7,7,7,7,11,7,8,11,7,7,10,9,11,10,9,9,11,8,11,11,7,9,8,10,11,9,11,11,9,10,33,"Man",NA,"No",NA,NA,NA,NA,NA,"White",NA,NA,"white","High School","No"
"183","R_3NEOcgvyJTonyCG","60feb622ae107ad3083ebde6",1,229,2,5,5,5,11,2,2,2,4,10,10,11,1,2,10,9,7,10,8,8,10,8,10,10,10,9,8,10,11,11,10,10,11,8,8,10,8,9,7,8,10,8,10,11,10,11,26,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Professional Degree (J.D., M.D., etc.)","No"
"184","R_Q9Nga4aYlILCMdr","63e3e4e41756418b4757a67c",1,370,5,5,4,5,11,5,5,4,5,10,8,10,1,5,11,7,11,10,11,10,11,10,10,11,11,11,11,8,11,11,10,11,10,7,7,10,10,10,10,8,8,8,10,11,10,10,57,"Woman",NA,"Yes",NA,NA,NA,NA,"Indigenous, Aboriginal, or First Nations","White",NA,NA,NA,"Bachelor’s Degree","No"
"185","R_3nMH2SqMK0CBC9B","590f89c75cad260001603033",1,887,5,5,4,4,11,5,5,5,5,11,7,11,1,4,10,11,8,11,11,11,10,10,10,11,11,11,11,11,11,11,10,11,10,8,7,7,8,11,9,7,7,7,8,11,9,11,44,"Man",NA,"Yes",NA,NA,NA,NA,"Indigenous, Aboriginal, or First Nations","White",NA,NA,"White","High School","No"
"186","R_2CQanyvxiopIW66","6100ae3539b0b0e2032c53c0",0.899999976158142,580,5,5,2,2,8,4,5,5,5,8,8,8,1,4,10,10,10,11,11,11,10,11,10,10,11,11,11,11,10,11,10,10,10,10,8,8,10,9,8,10,10,7,10,10,10,10,NA,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Black/African American","Bachelor’s Degree","No"
"187","R_1o5OhxQ17R7bk1Y","572f676f3c27e7000d0b3f9b",1,283,4,5,5,5,11,5,4,4,5,11,8,11,1,4,11,9,10,11,10,10,11,11,9,11,11,11,11,10,11,11,10,11,11,9,9,7,11,11,10,8,8,8,8,11,7,11,29,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"Black","High School","Prefer not to say"
"188","R_1F9EX94am3sxv7N","5fc1976d9ea7b31c6ae74f9f",0.800000011920929,277,4,5,5,5,11,5,5,5,5,11,8,11,1,1,11,8,8,9,11,8,11,7,10,10,10,9,10,11,10,11,10,10,10,11,9,10,10,10,7,10,11,8,11,11,11,11,23,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","High School","No"
"189","R_25Mwy1E9jPhSvT0","65037139d89ca17164a93573",0.899999976158142,435,5,5,5,5,11,5,5,4,5,11,8,11,1,5,11,11,11,10,11,11,11,11,10,11,11,9,11,11,10,10,10,11,11,10,9,7,10,11,9,10,10,8,8,11,10,11,30,"Woman",NA,"Yes",NA,NA,NA,NA,"Indigenous, Aboriginal, or First Nations","White",NA,NA,NA,"High School","No"
"190","R_242f05yxyOCOfKC","651f3e3a2ce8d7817178e778",0.899999976158142,338,3,4,3,4,10,3,3,3,4,10,8,10,1,3,10,10,7,8,8,9,10,9,9,10,9,9,10,10,11,10,9,9,10,8,10,9,9,10,7,11,10,10,10,10,9,8,53,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Master’s Degree","No"
"191","R_3MKwG7QUC325wzl","61523a4c57654b5cb6b7c5b0",1,295,4,5,4,4,11,4,4,4,4,10,8,10,1,4,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,11,10,10,10,9,9,8,9,10,9,8,8,9,9,10,10,11,64,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"Caucasian","Professional Degree (J.D., M.D., etc.)","No"
"192","R_3Mu7taSNtL3IP6C","5f084fffd931c103fbd4228a",0.899999976158142,411,4,5,3,3,11,4,3,3,5,10,8,10,1,3,10,9,7,10,9,9,11,10,10,11,8,8,10,9,11,11,11,11,10,9,9,8,10,9,9,10,9,8,9,10,11,9,24,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White/European","High School","No"
"193","R_33yHw8quSrf30Pn","60ffd5830c84e79af35b8080",0.899999976158142,479,1,5,5,5,11,2,4,1,5,10,10,11,1,1,11,7,7,7,7,7,11,7,11,10,10,11,7,11,10,10,10,10,11,7,10,10,7,10,7,10,10,10,11,11,8,10,23,"Woman",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,"Latina","Bachelor’s Degree","No"
"194","R_2zLWMWbPw8JjikK","6452a1b17000c1527e9fd003",0.899999976158142,244,3,5,4,4,11,4,3,3,5,11,7,9,1,3,8,9,7,7,9,9,11,8,8,11,9,9,10,9,8,11,9,10,10,7,10,11,7,10,7,10,10,10,11,9,11,11,19,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"High School","No"
"195","R_79Xm8YtCEPhegsV","62d38f10654f3fc8a393b551",1,163,4,5,5,5,11,4,4,4,4,10,9,10,1,4,10,10,10,10,10,10,10,10,10,11,10,10,10,11,NA,10,NA,10,10,10,8,8,NA,10,9,8,8,9,9,11,10,11,41,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"White","Associate’s Degree","No"
"196","R_3KBn8Ii1WiWgGhC","5df11e6cdc85350234932daa",0.800000011920929,537,4,5,3,3,9,3,4,4,5,11,11,9,1,2,9,8,9,9,7,10,11,10,11,11,11,10,10,11,11,11,10,10,8,7,8,9,7,10,7,11,8,7,10,11,10,10,40,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African American","Master’s Degree","Prefer not to say"
"197","R_1f11NWvRj3wPpOR","5f828002935db93a4d29d577",0.899999976158142,410,5,5,5,5,11,5,5,5,5,11,9,11,1,2,10,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,10,10,9,8,11,11,9,7,10,8,8,11,11,11,24,"Man",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"Asian","High School","No"
"198","R_2AQGZ88wsvtfjQK","5e3b8f110d41ad3a7bc35019",1,235,4,5,4,3,11,4,4,4,4,10,8,10,1,4,10,9,8,9,10,9,11,8,10,11,10,9,11,10,10,10,10,10,11,8,8,8,10,10,9,10,10,8,10,11,8,10,31,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Professional Degree (J.D., M.D., etc.)","No"
"199","R_3fVmHDntl1Zwj0N","63df06a8c5ac5f3c6bf77e6f",1,373,3,5,5,5,11,5,4,4,5,11,8,11,1,5,9,10,10,10,9,11,10,10,10,11,9,9,10,11,11,11,9,8,11,9,7,8,9,9,11,7,7,7,10,11,11,10,56,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"200","R_XXq9nPMH9qt8fC1","5ddbd9a682569ab0c2698f49",0.899999976158142,361,2,5,3,3,10,4,3,2,5,10,10,8,1,4,10,9,10,8,9,9,11,9,9,11,9,9,9,9,11,10,10,10,10,8,10,9,9,8,8,10,8,8,9,10,10,9,22,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,"African American","High School","No"
"201","R_3PMRe681xSZ8bmU","5a0ef93279f96a0001c73f25",1,321,1,5,2,1,9,1,1,1,4,11,9,9,1,1,9,7,7,7,7,8,11,7,7,10,10,8,7,9,10,10,9,9,10,7,11,11,7,9,7,7,7,10,11,9,9,10,31,"Woman",NA,"Yes",NA,NA,"Black or African American",NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"202","R_2EbmHNUgUX9mpNX","62e9af0ad2d5938d280419ad",0.899999976158142,270,3,5,5,5,11,4,4,3,5,11,9,11,1,3,11,9,7,7,9,9,11,9,11,10,8,8,11,9,11,11,8,10,11,10,9,9,8,11,9,9,8,8,10,11,11,10,40,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","Yes"
"203","R_2cBEWqLaOSMnJqe","5ef42ba59401801d9f859e2d",0.899999976158142,330,2,5,4,4,10,4,3,3,4,10,8,10,1,2,8,8,7,10,8,10,10,10,8,10,7,8,10,8,11,8,9,8,8,8,11,10,8,10,8,8,8,10,10,10,10,8,40,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"High School","Prefer not to say"
"204","R_24LV4JL4YUZZxIa","601514e62b03b259a0329e36",1,212,5,5,5,5,9,5,5,5,5,11,7,11,1,4,11,11,11,10,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,7,7,10,11,11,7,7,9,9,11,11,11,29,"Woman",NA,"Yes","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,NA,"Bachelor’s Degree","No"
"205","R_300LpkvBlwAiXbW","60ec601b8525af507f06373d",0.899999976158142,477,4,5,4,4,11,4,3,3,4,10,9,10,1,3,9,9,9,10,8,10,10,9,10,10,9,8,11,9,10,11,9,10,10,7,8,9,8,10,8,9,9,9,11,10,10,9,42,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,"American","Bachelor’s Degree","No"
"206","R_b7n9qwE1LHFtlnj","594c1e5a9160cb00011d6474",0.899999976158142,331,4,5,3,3,9,4,4,4,5,11,7,11,1,4,10,10,10,10,10,10,11,10,9,11,10,9,11,10,11,11,10,10,11,8,10,9,9,11,7,10,10,8,11,11,7,10,30,"Man",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Bachelor’s Degree","No"
"207","R_2roSBW6n6Fm3oXY","6506c4e123db77183f8eb5e0",0.899999976158142,287,5,5,5,5,11,5,5,5,5,11,7,11,1,5,11,11,11,11,10,10,11,11,11,11,11,10,11,11,11,NA,10,11,11,10,7,7,10,11,9,8,11,7,8,11,10,11,22,"Woman",NA,"Yes",NA,NA,NA,NA,NA,"White",NA,NA,NA,"Associate’s Degree","No"
"208","R_3TKyOk8ZYhaNEqt","61548e103213611528722709",1,142,4,5,3,3,9,5,5,3,4,9,9,9,1,3,9,8,10,11,9,9,10,10,9,10,9,9,10,9,10,10,9,9,10,10,9,9,10,10,9,9,9,9,9,10,9,10,25,"Man",NA,"No","Asian or Asian American",NA,NA,NA,NA,NA,NA,NA,"In racial terms like being Asian","Bachelor’s Degree","No"
"209","R_2ScpsdMqkwLFmyZ","62ac8793de53f30f2872e967",0.899999976158142,387,5,5,4,5,10,4,4,5,4,NA,7,11,1,4,11,10,10,10,10,11,10,10,10,11,9,10,NA,10,10,11,9,9,10,11,7,7,9,11,8,8,8,9,9,10,10,10,25,"Man",NA,"Yes",NA,NA,NA,"Latine or Hispanic",NA,NA,NA,NA,NA,"Associate’s Degree","No"
