"","id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid2","race","hispanic","ed","sud_hx"
"219",219,1,5,5,4,5,1,2,1,3,5,4,1,1,1,5,1,1,1,1,3,5,3,5,3,3,3,5,5,5,5,1,4,5,1,5,5,1,3,4,5,5,2,5,4,1,1,31,"Man","Yes","White","No","High School","No"
"220",220,5,5,5,5,5,5,5,4,5,5,2,5,1,4,5,4,5,5,4,3,5,5,5,5,5,4,4,5,4,5,4,5,5,3,3,3,3,4,3,1,2,2,5,5,3,4,39,"Man","Yes","White","No","Bachelor’s Degree","No"
"221",221,3,5,5,5,5,4,1,1,3,4,1,5,1,3,5,1,1,1,2,1,5,3,4,5,3,3,5,3,5,4,2,1,5,2,1,4,2,3,1,5,5,4,5,5,4,4,48,"Man","Yes","White","No","Bachelor’s Degree","No"
"222",222,4,5,3,3,5,4,5,2,4,3,2,3,1,5,4,2,3,5,3,4,3,3,5,4,3,1,5,3,3,4,4,4,3,3,2,1,4,3,3,1,3,3,1,5,4,4,61,"Woman","Yes","White","No","Bachelor’s Degree","No"
"223",223,4,5,5,5,5,5,5,4,4,5,3,3,1,3,3,4,3,4,4,4,5,4,4,4,5,4,5,4,4,5,3,3,5,4,3,5,3,3,2,2,4,2,4,4,3,5,23,"Man","Yes","White","No","High School","No"
"224",224,5,5,5,5,5,5,5,5,5,4,2,5,1,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,1,1,4,5,3,1,2,1,1,5,5,5,29,"Woman","Yes","White","No","Master’s Degree","Yes"
"225",225,1,4,2,1,2,1,1,1,4,4,5,4,1,2,1,1,2,4,2,1,5,2,2,4,2,4,2,2,2,4,2,4,4,1,2,4,1,1,2,4,4,2,4,5,2,2,36,"Man","Yes","White","No","Bachelor’s Degree","No"
"226",226,5,5,5,5,5,4,5,5,5,5,5,5,1,5,5,2,5,4,5,5,5,5,5,5,5,5,2,5,4,2,4,5,4,5,1,2,4,5,5,1,5,1,2,4,5,4,33,"Woman","Yes","Black or African American","No","Professional Degree (J.D., M.D., etc.)","Yes"
"227",227,5,5,3,3,3,5,5,5,5,4,3,3,1,4,5,3,3,5,5,5,4,4,4,5,3,3,4,4,4,4,3,3,4,3,2,1,4,5,4,3,3,1,3,5,4,3,38,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"228",228,4,4,4,4,4,4,4,4,4,4,2,4,1,4,5,4,4,4,4,4,4,4,4,4,2,2,4,4,4,5,4,4,4,4,2,2,4,4,2,2,2,2,5,4,4,4,34,"Man","Yes","White","No","Associate’s Degree","Yes"
"229",229,1,5,1,1,1,5,1,1,5,5,5,3,1,1,3,1,1,1,1,1,5,1,1,5,3,1,4,1,5,5,3,5,4,1,3,5,3,3,1,1,3,5,5,5,5,4,47,"Woman","Yes","Black or African American","No","Associate’s Degree","No"
"230",230,3,5,3,3,3,4,3,3,5,5,3,5,1,3,5,3,3,4,4,3,5,3,4,4,3,3,5,4,5,4,3,4,4,3,3,3,4,3,3,4,3,3,5,5,4,4,25,"Man","Yes","Asian or Asian American","No","High School","No"
"231",231,3,5,4,3,3,4,3,4,5,4,2,4,1,2,5,4,2,3,3,3,5,3,3,4,2,2,5,3,4,4,3,3,3,3,2,3,4,4,2,4,4,1,2,4,3,4,29,"Man","Yes","White","No","Bachelor’s Degree","No"
"232",232,3,5,3,3,3,5,5,5,4,3,3,3,1,4,3,3,2,2,4,3,5,4,3,5,5,5,3,3,4,5,4,NA,5,2,2,1,5,4,3,3,3,2,2,5,5,3,32,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"233",233,5,5,4,3,3,5,5,5,5,5,1,5,1,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,4,5,4,1,2,1,4,3,5,5,32,"Non-Binary, Agender, or Other","No","White","No","High School","No"
"234",234,4,5,5,5,5,4,4,1,5,5,1,4,1,4,5,2,4,1,4,4,5,4,5,4,3,3,5,5,4,5,2,2,5,4,1,1,4,5,3,2,3,1,5,5,5,4,40,"Woman","Yes","White","No","High School","I don’t know"
"235",235,5,5,5,5,5,5,5,5,5,3,2,5,1,4,5,3,4,4,5,5,4,5,5,4,4,4,5,5,4,5,3,3,5,3,1,2,2,4,2,1,2,2,2,5,4,3,24,"Woman","Yes","White","No","Associate’s Degree","No"
"236",236,3,5,2,2,5,5,3,3,5,5,2,2,1,2,2,1,1,3,3,4,2,3,4,3,3,3,4,5,4,4,4,4,5,2,5,3,1,4,2,3,3,2,3,4,1,4,32,"Woman","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"237",237,4,5,5,5,5,4,5,3,4,4,2,4,1,4,5,4,4,4,4,4,4,4,4,5,4,4,5,4,3,5,4,5,5,3,2,3,4,3,3,2,2,3,3,5,3,4,33,"Woman","Yes","White","No","Bachelor’s Degree","No"
"238",238,4,5,2,4,4,5,4,2,5,4,2,4,1,2,4,1,5,4,4,4,5,4,4,4,2,2,5,3,5,5,2,4,4,4,2,2,2,4,3,4,4,4,5,5,5,5,30,"Man","Yes","Latine or Hispanic","Yes","Associate’s Degree","No"
"239",239,2,4,4,4,4,3,2,2,4,4,4,4,1,2,3,2,2,3,2,2,4,2,3,4,3,2,4,3,3,2,4,4,4,3,2,4,2,3,2,4,3,4,5,4,4,4,30,"Woman","Yes","White","No","Bachelor’s Degree","No"
"240",240,5,5,5,4,5,4,5,5,5,5,2,3,1,4,5,5,3,5,4,5,4,5,5,4,4,4,5,5,5,5,3,5,5,4,2,1,3,5,5,1,4,2,4,4,4,5,31,"Man","Yes","White","No","Professional Degree (J.D., M.D., etc.)","No"
"241",241,3,4,3,3,5,3,1,1,5,3,4,3,1,1,3,1,1,1,1,1,4,1,1,3,3,3,3,3,5,4,1,4,4,1,5,5,1,3,1,5,3,NA,5,1,1,1,41,"Man","Yes","White","No","High School","No"
"242",242,4,5,4,4,5,3,4,1,5,5,1,4,1,1,5,2,1,1,1,1,4,1,4,4,1,3,4,5,2,4,4,3,5,1,2,2,1,5,1,5,3,1,5,4,1,4,76,"Man","No","White","No","High School","No"
"243",243,2,5,5,4,4,4,2,2,4,4,1,4,1,5,4,1,2,4,2,2,5,4,3,5,3,3,5,4,5,4,1,2,2,3,4,2,4,4,2,2,4,2,4,4,4,3,27,"Man","Yes","White","No","High School","No"
"244",244,3,1,4,4,3,4,3,3,3,5,1,5,1,4,3,4,5,5,3,4,4,4,4,5,4,3,5,2,4,5,4,5,5,4,1,4,5,4,3,4,4,1,3,5,4,4,42,"Woman","Yes","White",NA,"Master’s Degree","No"
"245",245,5,5,5,5,5,5,5,5,5,4,1,5,1,5,5,5,5,4,5,5,4,4,4,5,5,3,3,5,4,5,3,4,2,2,1,3,1,5,3,1,1,3,4,4,4,5,28,"Woman","Yes","Multiracial","No","High School","No"
"246",246,5,5,5,5,5,5,5,4,5,5,3,4,1,3,5,3,4,2,5,4,NA,4,5,5,5,5,4,5,5,3,5,5,5,2,4,3,3,5,3,2,3,3,4,4,5,4,36,"Man","Yes","White","No","Bachelor’s Degree","No"
"247",247,2,5,5,5,5,4,2,4,5,5,1,5,1,2,5,2,2,4,2,2,5,4,4,4,4,4,5,4,5,5,4,5,4,2,4,4,2,5,1,2,2,1,5,5,4,5,31,"Woman","Yes","White","No","Master’s Degree","No"
"248",248,4,5,5,5,5,5,4,4,5,5,4,5,0,4,5,5,5,4,5,4,4,4,5,4,5,5,4,4,4,3,4,5,5,4,5,NA,4,4,4,5,5,5,5,4,4,5,26,"Woman","Yes","White","No","High School","No"
"249",249,5,5,5,5,5,5,5,4,5,5,2,5,1,4,5,4,2,2,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,4,2,1,5,5,5,2,2,1,3,2,4,4,51,"Man","Yes","White","No","Bachelor’s Degree","No"
"250",250,3,5,3,3,3,5,4,4,4,4,4,3,1,2,3,5,2,4,2,2,5,4,4,3,1,3,5,3,5,4,2,4,4,3,2,4,4,3,1,5,4,2,5,5,1,4,35,"Man","Yes","Asian or Asian American","No","Associate’s Degree","No"
"251",251,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,4,5,4,5,5,4,5,5,5,5,3,5,5,4,5,4,4,5,4,2,3,3,5,3,3,3,1,3,5,4,5,69,"Man","Yes","White","No","Associate’s Degree","No"
"252",252,4,5,4,4,4,4,3,3,5,4,2,4,1,3,3,3,4,4,4,4,4,4,4,4,3,3,4,4,5,3,3,3,4,3,3,2,2,4,3,2,2,3,3,4,4,4,70,"Man","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","Yes"
"253",253,5,5,5,5,5,5,5,4,5,1,3,5,1,5,5,2,4,4,4,5,5,5,4,5,5,4,4,5,5,4,2,4,5,2,2,2,5,5,1,2,2,2,2,4,4,5,35,"Woman","Yes","White","No","Other option not represented here","Yes"
"254",254,5,NA,5,5,5,5,5,5,5,5,1,5,1,5,5,3,5,5,5,5,4,5,5,4,3,3,5,5,4,3,4,4,5,4,1,3,5,5,3,1,1,1,1,5,3,5,38,"Man","Yes","White",NA,"Doctorate Degree (PhD, PsyD, etc.)","No"
"255",255,3,4,3,3,3,3,4,3,4,3,5,3,1,3,3,3,2,4,3,3,5,4,3,4,3,3,4,5,5,3,4,4,4,4,2,3,4,3,2,3,5,1,3,5,3,3,41,"Man","Yes","Black or African American","No","High School","No"
"256",256,4,5,2,2,2,2,4,4,2,4,2,4,1,4,4,2,4,4,2,2,4,2,4,4,4,4,4,4,4,4,4,4,4,4,2,2,4,4,4,2,2,2,2,4,4,2,26,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"257",257,4,5,4,3,5,4,4,3,4,5,3,4,1,3,2,4,3,4,4,3,4,4,5,5,4,4,5,5,4,5,3,3,4,4,2,2,4,4,4,4,4,2,2,5,4,4,25,"Man","Yes","White","No","Master’s Degree","No"
"258",258,3,3,3,4,3,3,5,3,4,2,5,3,1,1,3,1,4,4,3,3,4,1,2,4,1,3,3,2,5,4,3,4,4,1,3,5,1,2,1,3,4,3,5,5,3,4,44,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"259",259,3,5,4,2,3,4,3,3,5,4,1,4,1,3,3,2,1,3,3,3,4,3,3,5,4,4,5,4,4,5,2,3,1,3,1,2,3,4,3,4,4,2,5,4,1,2,30,"Man","Yes","White","No","Bachelor’s Degree","No"
"260",260,2,5,3,2,2,4,3,4,4,4,3,5,1,2,4,2,3,1,2,2,4,2,3,4,4,2,3,3,2,3,3,2,4,2,4,3,2,3,1,2,4,4,4,1,4,4,37,"Woman","Yes","Asian or Asian American","No","Master’s Degree","No"
"261",261,5,5,5,4,5,5,5,5,5,5,1,5,1,3,4,2,3,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,4,2,1,4,5,4,2,3,2,4,5,3,4,43,"Man","Yes","White","No","High School","Yes"
"262",262,4,5,3,3,3,4,3,3,5,5,2,4,1,4,4,3,4,4,4,4,5,4,4,5,3,3,5,3,5,4,4,5,4,2,2,2,1,4,1,2,4,2,4,4,5,4,38,"Woman","Yes","White","No","High School","No"
"263",263,3,5,3,3,4,4,3,2,5,4,3,4,1,NA,3,2,NA,5,2,3,5,5,3,5,4,4,4,3,5,2,5,4,3,2,3,2,4,5,2,2,3,2,2,5,5,4,25,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"264",264,3,5,5,5,5,4,3,4,5,5,2,4,1,2,5,2,2,2,3,2,5,3,5,4,4,3,4,5,4,4,4,5,5,2,2,2,2,5,3,4,4,2,4,4,4,2,27,"Woman","Yes","White","No","High School","No"
"265",265,5,5,5,5,4,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,3,5,5,4,5,4,5,5,3,4,4,5,4,4,1,1,5,5,4,1,3,1,1,5,4,5,37,"Man","Yes","White","No","High School","No"
"266",266,3,5,5,5,5,4,3,3,3,5,3,5,1,3,5,1,5,4,3,5,5,3,5,5,5,3,5,3,5,5,5,3,5,3,3,3,5,3,2,3,3,3,4,4,3,3,41,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"267",267,4,5,3,4,4,4,4,4,5,2,5,4,1,2,4,3,4,3,4,3,4,4,5,4,3,4,4,5,5,5,4,4,5,2,3,3,3,4,2,4,5,2,3,3,4,5,33,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"268",268,5,5,5,5,5,5,5,5,5,5,2,5,1,4,5,5,2,3,5,3,4,5,5,4,5,5,5,5,5,5,5,5,5,4,2,3,4,5,1,1,1,1,3,5,5,5,23,"Non-Binary, Agender, or Other","No","White","No","Associate’s Degree","No"
"269",269,3,5,2,2,3,3,3,5,3,4,3,3,1,5,4,3,3,1,5,3,5,3,3,5,3,3,5,5,5,3,3,3,2,3,3,3,4,3,1,5,5,3,5,4,2,3,27,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"270",270,5,5,4,2,4,5,5,5,4,5,1,3,1,5,5,5,2,5,5,5,5,5,5,5,3,3,5,5,4,4,2,2,5,5,1,1,5,3,5,2,2,1,2,4,5,3,34,"Man","Yes","White","No","Bachelor’s Degree","Prefer not to say"
"271",271,4,5,5,5,5,5,3,3,5,5,1,5,1,4,5,3,4,4,3,3,5,3,5,5,4,3,4,5,5,5,5,5,5,3,2,2,3,4,1,2,3,3,4,3,4,5,50,"Woman","Yes","White","No","High School","No"
"272",272,4,5,4,4,5,4,4,3,4,4,2,4,1,3,5,3,3,3,3,3,4,3,5,4,4,4,4,4,4,4,4,4,4,3,1,3,3,4,3,3,3,2,3,3,4,4,47,"Woman","Yes","White","No","Bachelor’s Degree","No"
"273",273,2,4,3,4,4,4,3,2,4,4,3,4,1,4,2,2,3,2,2,2,5,3,4,4,1,1,4,4,4,2,3,3,3,2,3,3,2,4,1,3,3,3,4,4,4,2,38,"Woman","Yes","White","No","Bachelor’s Degree","No"
"274",274,4,5,5,5,5,4,4,4,5,4,3,3,1,3,4,4,3,3,4,3,4,4,5,5,5,5,4,4,4,4,5,5,4,3,4,3,4,4,3,3,4,3,4,4,3,4,38,"Non-Binary, Agender, or Other","Prefer not to say","Multiracial","No","Bachelor’s Degree","No"
"275",275,5,5,5,5,4,4,5,4,5,4,2,5,1,4,5,5,2,4,4,5,5,5,4,4,3,4,5,5,4,4,5,5,4,2,3,3,4,4,3,2,3,3,4,5,4,5,27,"Man","Yes","White","No","Bachelor’s Degree","No"
"276",276,4,5,4,4,3,5,4,3,5,5,1,4,1,4,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,4,3,4,5,1,1,5,4,3,3,3,1,1,5,5,5,25,"Man","Prefer not to say","Asian or Asian American","No","Master’s Degree","No"
"277",277,4,5,5,5,5,5,5,3,5,5,5,5,1,3,5,1,1,3,5,3,5,3,5,5,3,3,1,5,5,5,4,5,5,1,4,3,1,4,1,5,1,2,5,4,5,5,51,"Woman","Yes","White","No","Associate’s Degree","No"
"278",278,4,4,4,2,4,4,4,3,4,4,3,4,1,3,3,2,3,2,2,3,4,4,4,4,2,2,4,3,4,4,3,4,4,3,2,3,2,3,3,4,4,2,4,4,2,2,29,"Man","No","White",NA,"High School","No"
"279",279,5,5,5,4,5,5,5,5,5,5,1,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,1,1,3,5,3,2,3,1,4,5,4,5,48,"Man","Yes","Multiracial","No","High School","No"
"280",280,5,5,1,1,1,5,5,4,5,5,5,5,1,3,5,3,5,5,1,2,5,4,5,5,5,5,4,5,5,5,5,5,5,2,3,3,2,5,3,1,1,1,4,4,5,4,19,"Woman","Yes","Latine or Hispanic","Yes","High School","No"
"281",281,2,5,3,3,3,5,2,4,5,5,5,3,1,3,4,1,2,5,4,4,5,4,4,5,3,3,5,4,4,5,4,5,5,4,2,2,4,4,4,4,5,2,4,5,5,2,55,"Woman","Yes","White",NA,"High School","No"
"282",282,5,5,5,5,4,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,1,1,5,5,5,1,3,1,2,5,4,5,35,"Non-Binary, Agender, or Other","No","White","No","High School","No"
"283",283,1,3,2,3,4,1,1,1,3,2,5,3,1,1,1,4,1,1,1,1,4,2,3,3,2,2,2,3,3,3,3,3,3,1,2,4,2,3,1,1,2,3,4,4,3,1,53,"Woman","Yes","White","No","High School","No"
"284",284,5,5,5,5,5,4,4,4,4,3,3,3,1,4,5,2,4,3,4,4,4,4,4,4,3,4,4,4,3,4,4,3,5,1,1,3,1,4,2,2,2,3,5,4,4,4,26,"Man","Yes","White","No","High School","No"
"285",285,4,5,4,4,5,4,4,3,5,4,2,4,1,3,5,4,4,4,2,2,5,3,4,4,2,2,4,4,4,4,4,4,2,2,2,2,1,2,2,2,2,2,4,4,4,4,66,"Woman","Yes","White","No","High School","No"
"286",286,5,5,5,5,5,5,5,4,5,5,1,5,1,4,5,3,1,1,2,5,4,5,5,2,3,4,1,5,5,5,5,5,5,1,3,2,1,1,1,5,3,5,5,3,1,5,51,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"287",287,2,5,3,2,4,4,2,3,5,5,4,3,1,2,4,2,1,2,1,2,5,2,4,3,1,1,4,3,5,4,2,2,2,4,1,1,2,4,2,4,4,1,5,5,2,4,33,"Man","Yes","White","No","High School","No"
"288",288,4,5,4,3,5,4,5,4,5,5,3,5,1,3,5,3,3,3,3,4,5,5,3,3,4,4,5,5,5,5,4,5,4,3,3,2,3,4,2,2,3,2,3,5,5,5,47,"Woman","Yes","White","No","Bachelor’s Degree","No"
"289",289,4,5,5,4,5,4,4,4,5,4,2,4,1,3,4,3,2,4,4,3,4,4,4,4,4,4,4,4,5,4,3,3,3,3,4,3,1,3,2,3,2,1,5,4,3,4,29,"Woman","Yes","White",NA,"Master’s Degree","No"
"290",290,5,5,5,5,5,5,5,4,5,5,4,3,1,1,4,5,4,3,2,5,5,5,5,5,4,4,5,4,4,5,5,4,4,2,1,1,4,4,3,1,4,2,3,5,5,4,58,"Woman","Yes","White","No","High School","No"
"291",291,4,4,5,4,5,5,4,3,5,5,4,4,1,2,5,2,2,2,5,5,4,3,4,4,4,3,5,3,5,5,5,5,4,2,1,4,3,4,1,1,2,1,4,3,2,5,36,"Man","Yes","Latine or Hispanic","Yes","Bachelor’s Degree","No"
"292",292,3,3,3,3,4,3,1,1,3,3,2,2,1,3,1,3,2,3,1,1,4,3,3,2,1,1,3,3,2,4,2,2,4,1,1,2,2,3,2,5,4,2,4,4,1,1,51,"Woman","Yes","White","No","High School","No"
"293",293,4,5,4,5,5,4,5,5,4,5,2,4,0,4,5,4,3,4,3,4,5,3,3,5,5,3,5,3,4,5,5,5,4,3,3,1,3,3,3,3,3,1,2,5,5,4,33,"Woman","No","Asian or Asian American","No","Bachelor’s Degree","I don’t know"
"294",294,3,3,3,1,1,1,1,1,5,5,5,4,1,1,1,1,1,3,1,1,3,1,1,3,1,1,1,1,4,5,1,4,5,1,5,5,1,3,1,5,5,2,5,4,1,3,68,"Man","Yes","White","No","Less than High School","No"
"295",295,4,5,5,4,5,5,4,3,5,5,2,3,1,3,5,4,3,3,3,3,5,4,5,4,3,3,4,5,5,4,5,4,4,2,3,3,3,3,3,2,2,4,5,5,3,4,34,"Man","Yes","White","No","High School","No"
"296",296,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,3,5,5,5,5,5,5,5,5,NA,4,5,5,5,5,5,5,4,4,1,1,3,5,2,1,1,1,1,4,5,5,40,"Man","Yes","Black or African American","No","Professional Degree (J.D., M.D., etc.)","Yes"
"297",297,3,5,3,2,4,4,1,2,5,5,4,4,1,2,2,3,1,1,3,3,5,3,3,5,5,4,4,4,5,5,2,5,4,2,2,3,3,4,2,4,4,2,4,4,4,3,28,"Man","Yes","Black or African American","No","High School","No"
"298",298,5,5,5,5,5,5,5,5,5,4,1,4,1,2,2,4,2,4,5,4,5,4,4,5,4,4,5,4,4,5,4,5,5,2,2,4,1,5,1,5,5,4,5,5,4,5,36,"Woman","Yes","White",NA,"Associate’s Degree","No"
"299",299,4,5,5,5,5,4,3,4,5,4,3,4,1,3,4,4,4,3,4,3,4,4,5,4,4,4,4,4,5,4,4,4,5,2,4,3,4,4,4,4,4,4,4,5,4,5,27,"Woman","Yes","Asian or Asian American","No","Professional Degree (J.D., M.D., etc.)","No"
"300",300,4,5,3,2,2,2,3,4,5,4,3,4,1,3,4,4,2,4,2,4,5,2,4,4,5,3,4,4,4,4,3,3,4,2,2,4,3,4,2,2,2,2,3,2,3,4,40,"Man","Yes","Asian or Asian American","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"301",301,5,5,5,5,5,5,5,5,5,5,1,4,1,5,5,3,4,5,4,4,5,5,5,3,2,3,5,5,5,5,3,4,4,2,4,3,4,5,2,5,4,2,4,5,1,3,25,"Man","Yes","White","No","Bachelor’s Degree","No"
"302",302,2,4,4,2,4,2,2,2,4,4,5,4,1,2,4,2,1,4,2,2,4,2,4,5,4,2,4,4,5,5,4,4,4,2,2,4,1,4,1,2,2,4,4,4,4,4,23,"Woman","Yes","White","No","Bachelor’s Degree","No"
"303",303,4,5,5,5,5,5,5,5,5,5,2,5,1,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,2,1,4,5,2,2,1,2,4,4,5,5,48,"Man","Yes","White","No","Bachelor’s Degree","No"
"304",304,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,2,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,1,2,5,4,5,3,1,1,4,5,5,4,4,33,"Man","Yes","White","No","Associate’s Degree","No"
"305",305,4,5,5,5,5,5,4,3,5,5,1,5,1,5,5,3,2,4,3,3,5,3,5,5,3,5,5,5,5,5,3,5,5,1,4,2,3,4,1,4,4,3,5,5,4,5,58,"Woman","Yes","White","No","High School","Yes"
"306",306,1,4,5,5,5,1,1,1,5,4,4,2,1,1,2,1,1,1,1,1,5,1,4,4,1,1,1,3,2,5,4,4,4,1,4,5,1,4,1,4,4,2,5,4,3,2,40,"Man","Yes","White","No","High School","No"
"307",307,4,4,4,4,5,3,4,4,4,4,2,5,1,2,2,4,1,1,2,2,4,3,5,4,2,2,4,4,2,4,2,2,4,1,4,5,1,4,1,4,4,2,4,4,4,5,52,"Woman","Yes","White","No","Bachelor’s Degree","No"
"308",308,3,5,4,4,4,3,3,3,3,3,4,3,1,1,4,2,1,3,3,1,4,3,3,3,3,3,3,4,4,3,3,4,3,1,3,3,1,3,4,3,3,2,4,4,4,3,30,"Woman","Yes","White","No","Associate’s Degree","No"
"309",309,4,5,5,4,5,4,4,3,4,3,3,4,1,3,5,3,2,3,2,4,4,3,4,4,3,3,4,3,4,4,2,2,4,2,3,2,3,4,2,2,3,2,3,4,4,3,51,"Woman","Yes","White","No","Bachelor’s Degree","No"
"310",310,2,5,3,2,3,2,1,3,5,3,3,3,1,2,3,3,4,3,3,2,5,2,3,4,3,3,3,3,5,5,3,4,4,3,4,3,2,3,3,4,4,4,4,4,4,3,26,"Man","Yes","Latine or Hispanic","Yes","High School","No"
"311",311,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,3,5,5,5,5,4,5,4,5,3,3,5,5,4,5,5,5,5,2,2,2,3,4,1,2,3,1,3,5,2,5,31,"Man","Yes","White","No","Bachelor’s Degree","No"
"312",312,4,3,4,4,5,4,3,3,4,4,2,4,1,3,4,3,4,4,3,4,3,4,4,5,3,3,5,4,5,5,3,3,5,4,3,1,4,4,1,2,2,1,4,4,2,3,25,"Man","Yes","White","No","High School","No"
"313",313,3,5,5,5,5,5,3,2,5,4,3,4,1,1,5,3,1,1,4,2,4,3,2,4,4,4,4,4,3,4,4,4,5,1,3,4,3,4,1,4,3,4,5,3,2,4,26,"Woman","Yes","Asian or Asian American","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"314",314,4,5,4,4,3,5,5,4,4,5,5,4,1,4,5,2,5,2,3,4,5,4,5,5,5,5,5,5,5,5,5,5,4,2,4,4,2,4,5,5,4,4,5,3,4,5,48,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"315",315,5,5,5,5,4,5,5,3,5,4,4,4,1,4,4,4,4,5,4,4,4,4,5,4,4,4,5,5,5,4,4,4,4,3,2,2,3,5,3,2,3,3,3,4,3,4,44,"Man","Yes","White","No","Associate’s Degree","No"
"316",316,4,5,4,4,5,4,5,4,4,4,5,5,1,5,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,5,1,5,5,4,4,3,5,5,2,5,5,4,2,5,4,4,21,"Man","Yes","White","No","Bachelor’s Degree","No"
"317",317,2,4,4,4,5,3,1,1,4,3,2,3,1,1,2,2,2,1,1,1,4,2,4,3,2,2,3,3,4,2,3,4,3,2,4,3,2,3,1,4,3,3,5,3,2,4,61,"Man","Yes","White","No","Bachelor’s Degree","No"
"318",318,3,3,5,3,3,2,1,2,5,3,3,5,1,3,3,3,2,2,2,1,4,2,5,3,3,3,4,5,5,4,4,4,3,2,2,4,2,3,2,4,3,3,5,4,2,4,33,"Man","Yes","White","No","Bachelor’s Degree","No"
"319",319,3,4,3,3,3,3,3,3,4,3,3,3,1,3,3,4,2,4,4,4,4,4,5,2,3,4,5,5,4,5,4,3,4,5,1,1,5,3,2,3,3,1,4,5,3,4,58,"Man","Yes","White","No","Bachelor’s Degree","No"
"320",320,3,5,5,5,5,5,5,5,5,5,3,3,1,3,5,3,5,3,3,5,5,5,4,5,5,5,5,5,3,5,5,5,5,3,4,3,2,5,3,2,2,2,4,5,5,4,30,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"321",321,3,4,3,3,5,3,3,1,4,4,1,4,1,2,3,2,1,2,2,1,4,3,3,3,1,1,4,4,3,4,3,4,4,2,3,2,2,3,2,4,4,2,4,3,1,4,44,"Man","Yes","White","No","Associate’s Degree","No"
"322",322,5,5,5,5,5,3,5,5,4,5,1,5,1,5,3,5,1,2,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,1,1,5,4,3,3,1,5,5,4,2,35,"Man","Yes","White","No","Master’s Degree","No"
"323",323,3,1,1,1,4,1,1,1,5,4,3,3,1,1,1,1,1,1,1,1,1,1,3,4,3,3,1,2,5,2,1,1,4,1,5,5,1,1,1,1,5,4,5,5,4,3,55,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"324",324,5,5,5,5,5,5,5,2,5,5,1,5,1,2,5,1,2,1,1,3,4,2,4,5,3,3,4,3,5,5,5,5,5,1,4,4,1,5,1,4,3,2,5,2,4,5,63,"Woman","Yes","White","No","Other option not represented here","No"
"325",325,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,4,5,5,4,5,5,5,5,4,4,5,5,4,5,2,3,5,4,1,1,4,5,3,2,2,1,2,5,4,5,41,"Man","Yes","White","No","Bachelor’s Degree","No"
"326",326,5,5,5,5,5,5,4,4,5,5,1,5,1,5,5,5,4,5,4,5,5,4,5,5,4,2,5,5,2,5,5,5,5,3,1,1,2,5,3,1,3,3,4,5,5,5,37,"Woman","Yes","White","No","High School","Yes"
"327",327,1,5,5,5,5,5,4,4,5,5,4,4,1,5,5,4,2,3,3,4,5,1,5,5,5,5,1,5,4,5,3,4,5,1,3,3,1,4,1,4,5,1,5,5,5,5,56,"Woman","Yes","White","No","High School","No"
