"","id","q1","q2","q3","q4","q5","q6","q7","q8","q9","q10","q11","q12","attn","q13","q14","q15","q16","q17","q18","q19","q20","q21","q22","q23","q24","q25","q26","q27","q28","q29","q30","q31","q32","q33","q34","q35","q36","q37","q38","q39","q40","q41","q42","q43","q44","q45","age","gid1","gid2","race","hispanic","ed","sud_hx"
"219",219,3,5,4,4,5,3,3,3,5,3,3,5,1,3,4,4,3,3,3,3,3,3,2,4,4,3,3,4,5,5,4,5,5,3,3,3,2,5,3,3,3,3,3,4,4,5,22,"Woman","Yes","White","No","Bachelor’s Degree","No"
"220",220,5,5,5,5,5,5,5,4,5,5,2,5,1,3,4,4,5,4,5,5,5,4,5,5,5,5,4,5,5,5,2,5,4,2,2,3,1,5,4,2,1,2,5,5,5,5,29,"Woman","Yes","White",NA,"Bachelor’s Degree","No"
"221",221,3,5,4,3,2,3,3,3,5,4,4,4,1,3,3,2,1,3,1,2,5,3,3,5,1,3,4,4,5,4,4,4,4,1,4,5,1,4,2,3,2,3,5,2,5,3,41,"Woman","Yes","White","No","Master’s Degree","No"
"222",222,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,4,5,5,4,4,4,4,5,5,4,4,4,5,5,5,5,5,5,3,2,1,3,5,4,2,2,1,2,5,5,5,26,"Non-Binary, Agender, or Other","No","White","No","High School","No"
"223",223,1,4,3,3,4,3,2,3,5,5,5,4,1,2,4,1,2,3,1,2,4,3,4,4,1,2,4,5,5,2,1,4,2,1,3,3,4,4,1,4,4,4,4,4,2,4,30,"Man","Yes","White","No","Associate’s Degree","No"
"224",224,5,5,5,5,5,5,5,5,5,5,2,5,1,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,3,3,1,3,5,3,1,1,2,3,4,4,5,29,"Man","Yes","White","No","Bachelor’s Degree","No"
"225",225,5,5,5,5,5,5,5,5,5,4,2,5,1,5,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,4,5,4,2,3,2,3,5,4,4,23,"Woman","Yes","White","No","Bachelor’s Degree","No"
"226",226,3,4,3,3,3,4,3,3,4,5,3,3,1,4,3,3,4,4,3,4,5,5,5,3,4,3,4,5,4,3,4,4,4,3,2,4,3,4,2,4,4,2,5,4,3,4,35,"Man","Yes","White","No","High School","No"
"227",227,2,5,3,2,5,3,4,5,4,4,4,4,1,4,2,3,2,5,2,4,4,4,5,4,2,1,4,5,3,5,4,4,4,4,2,1,4,4,4,5,2,1,2,5,2,4,60,"Woman","Yes","White","No","Master’s Degree","No"
"228",228,5,5,5,5,5,4,5,3,5,5,2,5,1,5,5,4,1,5,4,4,4,4,3,4,2,3,5,4,NA,5,5,5,4,2,3,2,3,4,3,3,2,1,3,4,3,4,60,"Woman","Yes","White","No","High School","No"
"229",229,5,5,5,5,5,5,5,5,5,1,1,5,1,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,3,5,5,1,1,1,3,5,5,5,31,"Woman","Yes","White","No","Bachelor’s Degree","No"
"230",230,5,5,5,5,5,5,5,5,4,5,3,5,1,4,5,4,5,5,5,5,3,5,5,5,3,4,4,5,4,5,5,5,4,4,2,1,4,5,5,3,3,1,2,4,4,5,34,"Man","Yes","White","No","Prefer not to say","No"
"231",231,5,5,5,5,5,5,5,4,4,5,1,4,1,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,1,1,2,5,5,1,1,1,3,5,5,5,54,"Woman","Yes","White","No","Bachelor’s Degree","No"
"232",232,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,5,4,5,1,2,1,4,4,4,5,23,"Woman","Yes","White","No","Bachelor’s Degree","No"
"233",233,4,4,4,5,5,4,4,4,5,5,2,3,1,4,5,3,5,4,4,3,5,4,5,5,5,4,5,5,4,5,5,5,4,1,3,3,2,4,3,1,2,2,5,3,5,4,47,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"234",234,5,5,5,4,5,5,5,4,5,5,4,5,1,5,4,3,5,5,5,5,4,5,5,3,4,3,5,5,5,4,4,4,5,4,3,3,4,5,4,1,1,1,1,5,5,5,70,"Woman","Yes","White","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"235",235,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,4,5,5,5,4,3,5,5,3,5,5,5,5,3,1,1,5,5,5,2,2,1,3,5,5,5,42,"Man","Yes","White","No","Bachelor’s Degree","No"
"236",236,1,5,5,5,5,2,2,1,5,5,1,2,1,1,4,2,1,1,1,1,4,3,5,4,3,2,4,4,5,5,3,5,5,1,3,3,1,4,1,5,5,1,5,4,4,2,42,"Woman","Yes","Multiracial","No","Bachelor’s Degree","No"
"237",237,3,5,3,4,4,4,3,1,5,3,4,2,1,3,3,2,2,3,2,3,4,3,3,4,4,3,4,4,5,4,3,2,3,2,2,2,3,3,2,4,4,1,3,4,2,3,21,"Woman","Yes","White","No","High School","No"
"238",238,4,5,5,5,5,5,4,4,5,4,3,4,1,3,5,2,4,3,3,2,5,3,5,4,4,4,5,4,5,4,4,4,4,2,4,3,2,5,2,3,3,2,4,5,3,3,45,"Woman","Yes","White","No","Bachelor’s Degree","No"
"239",239,4,5,5,5,5,5,5,3,5,5,3,5,1,4,5,3,5,5,4,4,5,4,5,5,4,5,4,5,3,5,3,3,5,3,3,2,3,4,3,2,3,2,4,5,5,5,50,"Woman","Yes","White","No","High School","No"
"240",240,4,5,5,4,5,5,4,4,5,5,4,4,1,4,5,2,4,4,3,4,4,4,3,5,5,3,5,3,4,5,2,4,5,2,2,1,4,4,1,4,4,1,4,5,4,5,34,"Woman","Yes","White",NA,"Master’s Degree","No"
"241",241,1,5,5,5,5,5,3,1,4,4,5,1,1,1,5,1,2,1,3,5,4,1,4,5,5,4,1,5,5,4,1,4,5,1,4,5,1,4,1,4,5,5,5,4,4,5,32,"Man","Yes","White","No","High School","No"
"242",242,4,5,5,5,5,5,5,4,5,4,4,5,1,4,4,3,3,4,4,3,5,3,4,5,5,4,4,5,5,4,2,5,5,2,3,1,2,5,3,3,3,3,4,4,4,4,51,"Man","Yes","Multiracial","No","Associate’s Degree","No"
"243",243,3,4,3,4,5,4,3,3,3,5,5,5,1,3,3,3,3,4,2,3,5,3,3,3,1,1,4,3,2,4,1,2,4,3,1,1,4,3,3,3,3,2,2,5,2,2,37,"Man","Yes","White","No","High School","No"
"244",244,3,5,3,3,3,4,3,3,5,5,5,4,1,1,3,1,3,3,4,3,5,3,3,3,4,4,4,3,4,5,4,4,4,5,5,4,3,4,2,4,3,3,4,3,4,3,29,"Woman","Yes","Asian or Asian American","No","Associate’s Degree","No"
"245",245,3,5,4,3,1,5,2,4,4,4,4,5,1,3,5,3,2,3,5,3,2,4,2,4,1,4,4,5,5,5,5,5,2,2,2,2,5,4,2,3,2,3,1,5,4,4,NA,"Man","Yes","White","No","Bachelor’s Degree","No"
"246",246,5,5,3,3,3,5,5,5,5,5,1,5,1,4,3,5,3,3,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,1,1,3,5,4,1,1,1,2,5,5,5,27,"Woman","No","White","No","High School","No"
"247",247,4,5,2,1,1,5,5,4,5,4,4,3,1,5,5,1,1,3,4,5,5,5,5,5,4,4,5,5,5,5,2,5,5,1,1,4,1,5,3,3,4,2,5,5,4,3,30,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"248",248,2,5,3,3,5,2,3,2,3,4,4,4,1,3,3,2,2,3,2,3,4,2,2,4,1,1,4,3,5,4,4,4,4,3,4,4,3,3,1,1,4,3,4,5,1,4,20,"Man","Yes","White",NA,"High School","No"
"249",249,5,5,5,5,5,4,5,4,4,1,2,5,1,3,5,4,4,4,4,5,4,4,5,5,4,3,4,5,4,4,4,4,3,4,2,3,4,4,2,2,2,1,3,4,4,5,29,"Woman","Yes","White","No","Associate’s Degree","No"
"250",250,4,5,3,3,4,4,3,3,4,5,4,4,1,3,5,2,2,4,3,3,4,4,4,4,3,2,5,4,5,5,4,5,5,4,1,3,4,4,2,3,4,2,4,5,5,2,39,"Man","Yes","White","No","Bachelor’s Degree","I don’t know"
"251",251,5,5,5,4,5,1,5,5,5,4,1,4,1,5,5,5,5,5,5,5,5,5,4,5,2,4,5,5,4,5,3,3,5,5,1,1,4,5,3,2,5,2,2,5,5,4,22,"Woman","No","White","No","High School","No"
"252",252,1,5,5,5,5,5,5,3,5,5,5,5,1,1,3,1,3,3,3,1,5,3,4,5,1,1,1,3,5,3,5,5,5,1,5,5,1,3,1,1,5,4,5,5,5,5,47,"Man","Yes","Asian or Asian American","No","Master’s Degree","No"
"253",253,1,5,3,3,3,5,1,1,5,1,5,2,1,1,2,1,1,3,1,1,5,1,1,4,1,1,1,1,4,2,1,1,4,1,5,5,1,3,1,5,5,4,5,5,2,1,75,"Man","Yes","White","No","Bachelor’s Degree","No"
"254",254,3,5,4,4,3,5,4,4,5,4,5,3,1,5,5,2,5,4,3,4,4,4,3,5,3,3,4,4,5,5,4,4,4,1,3,4,1,4,2,1,1,3,3,5,1,4,42,"Man","Yes","Other or Prefer not to say","No","Associate’s Degree","No"
"255",255,5,5,5,3,5,5,5,5,5,5,1,5,1,5,5,3,5,5,5,3,3,5,5,5,3,3,5,5,5,5,5,5,5,5,2,1,5,5,3,1,3,3,3,5,3,3,31,"Man","Yes","White","No","High School","No"
"256",256,2,3,4,4,3,3,3,3,4,4,3,4,1,3,3,2,1,1,1,1,4,3,3,4,1,2,3,3,2,5,3,3,2,1,3,5,1,3,1,5,4,3,5,4,2,4,63,"Man","Yes","White","No","Master’s Degree","No"
"257",257,5,5,5,5,5,5,5,4,5,5,2,4,1,5,5,1,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,2,4,5,4,1,2,2,2,5,5,5,46,"Woman","Yes","Black or African American","No","Associate’s Degree","No"
"258",258,4,5,5,5,4,4,5,4,5,2,2,5,1,4,5,4,5,5,5,5,4,5,5,5,2,2,5,4,4,5,4,4,4,4,2,1,5,4,3,2,2,2,1,5,5,5,21,"Man","Yes","White","No","High School","No"
"259",259,4,5,5,4,5,5,5,4,5,5,4,3,1,2,5,2,1,4,4,4,5,4,5,5,5,4,4,5,5,5,5,5,5,1,4,2,1,5,2,2,2,2,5,5,5,4,54,"Woman","Yes","White","No","Associate’s Degree","Yes"
"260",260,5,5,4,4,4,4,4,4,4,4,3,4,1,4,4,4,2,5,4,4,5,4,3,5,4,3,4,4,5,5,4,4,4,5,4,1,4,3,3,2,3,3,2,4,4,4,29,"Man","Yes","White",NA,"Associate’s Degree","No"
"261",261,5,5,5,5,4,5,5,5,5,5,2,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,1,1,4,5,4,2,2,1,2,4,5,5,38,"Woman","Yes","White","No","Master’s Degree","No"
"262",262,3,5,4,3,5,4,3,3,5,5,3,4,1,3,4,4,1,4,3,4,3,3,4,4,2,2,4,4,5,4,4,5,4,4,2,1,2,4,2,2,4,2,4,4,2,4,66,"Woman","Yes","White","No","Bachelor’s Degree","No"
"263",263,5,5,5,5,5,4,5,5,5,5,2,5,1,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,1,1,5,5,3,5,1,1,1,5,4,5,39,"Man","Yes","White","No","Bachelor’s Degree","Yes"
"264",264,5,5,5,5,5,4,5,5,5,5,2,4,1,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,4,5,4,4,2,1,5,4,5,2,4,1,2,5,4,4,23,"Woman","Yes","Multiracial","No","Bachelor’s Degree","No"
"265",265,5,5,5,3,5,5,5,5,5,5,1,5,1,3,5,2,3,1,4,5,5,5,5,5,5,3,5,5,4,5,3,4,5,2,1,2,1,5,3,3,3,3,4,4,3,4,25,"Man","Yes","White","No","High School","No"
"266",266,5,5,3,3,3,5,5,5,5,4,1,5,1,3,4,2,3,3,5,5,5,4,4,5,4,3,5,5,5,5,5,5,3,2,3,2,4,3,3,4,4,2,3,5,1,4,25,"Man","Yes","Black or African American","No","Less than High School","No"
"267",267,4,5,5,5,5,5,5,5,5,5,1,5,NA,4,5,4,4,4,5,5,5,4,3,5,5,5,3,5,5,5,5,5,5,2,2,1,3,5,3,1,2,1,4,4,4,5,44,"Man","Yes","White","No","Doctorate Degree (PhD, PsyD, etc.)","No"
"268",268,5,5,5,4,5,5,5,4,5,5,3,5,1,5,5,3,3,5,5,3,5,5,5,5,5,3,5,5,5,5,5,5,5,2,1,1,5,5,4,1,3,1,3,5,4,5,57,"Man","Yes","White","No","Bachelor’s Degree","No"
"269",269,1,3,2,2,2,1,1,1,3,2,4,3,1,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,4,3,1,1,2,3,3,3,1,2,1,3,3,3,5,4,1,1,57,"Man","Yes","White","No","High School","No"
"270",270,1,5,4,5,5,4,3,1,5,5,1,5,1,3,5,5,4,1,1,1,5,1,5,5,4,4,2,5,4,5,4,4,5,1,4,5,1,3,1,2,2,1,5,4,4,5,31,"Woman","Yes","White","No","Other option not represented here","No"
"271",271,5,5,5,5,5,5,5,5,5,5,1,5,1,NA,5,5,5,5,5,5,2,5,5,3,4,4,5,5,3,5,5,5,5,5,1,1,4,5,4,2,3,1,2,5,5,5,47,"Woman","Yes","White","No","Master’s Degree","No"
"272",272,3,5,5,5,5,4,4,4,5,4,2,3,1,4,5,5,4,4,4,3,4,4,5,4,3,3,3,5,4,4,4,4,4,2,2,2,3,3,3,2,2,2,3,4,2,4,50,"Woman","Yes","White","No","High School","No"
"273",273,4,5,4,2,4,4,5,5,3,5,2,4,1,5,5,3,4,5,5,5,4,5,3,3,4,3,4,5,3,5,4,4,5,4,2,1,4,3,3,3,4,1,2,5,3,2,29,"Man","Yes","White","No","Bachelor’s Degree","No"
"274",274,4,5,5,5,5,5,4,4,3,5,4,5,1,4,2,4,2,4,4,4,5,4,5,5,5,5,4,5,5,4,5,5,5,3,1,2,4,5,3,4,4,2,2,4,3,4,58,"Man","Yes","White","No","Other option not represented here","Yes"
"275",275,5,5,5,5,5,5,5,3,5,5,2,3,1,4,4,2,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,5,4,4,3,3,4,4,3,3,3,1,3,4,4,3,25,"Woman","Yes","White","No","Bachelor’s Degree","No"
"276",276,3,4,3,4,5,4,2,2,4,3,4,4,1,2,4,2,3,2,3,2,5,3,4,4,3,3,4,4,4,3,4,4,4,2,3,2,2,4,3,4,3,3,3,4,4,4,29,"Woman","Yes","White","No","Bachelor’s Degree","No"
"277",277,4,5,5,4,5,4,4,4,5,5,1,5,1,4,5,3,4,4,4,4,5,4,4,5,4,5,5,5,4,5,4,4,5,4,2,2,4,4,3,2,2,1,4,4,2,4,31,"Man","Yes","White","No","High School","No"
"278",278,1,5,5,4,5,4,2,1,5,4,1,5,1,1,5,1,1,1,1,2,5,1,5,3,3,3,3,5,5,4,4,4,4,1,1,4,1,3,1,5,5,5,5,3,2,3,56,"Woman","Yes","White","No","Bachelor’s Degree","No"
"279",279,3,4,4,1,5,1,1,1,5,3,4,3,1,1,1,1,1,1,1,1,2,1,3,2,1,1,1,4,5,1,2,3,2,1,5,5,2,4,1,1,4,5,5,2,1,2,19,NA,"Yes",NA,NA,"Other option not represented here","No"
"280",280,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,5,5,5,1,1,1,1,5,5,5,53,"Man","Yes","White","No","Bachelor’s Degree","No"
"281",281,2,5,3,3,3,5,3,5,5,5,5,3,1,3,5,1,3,3,4,4,5,4,5,5,5,5,4,5,5,5,5,4,5,2,4,4,3,5,3,5,4,2,5,5,5,5,34,"Man","Yes","Black or African American","No","Bachelor’s Degree","No"
"282",282,NA,5,1,1,1,3,3,4,5,4,5,3,1,3,1,1,1,4,5,4,5,1,1,4,3,1,3,3,2,5,4,4,5,1,1,3,1,3,1,5,2,1,2,5,1,4,31,"Non-Binary, Agender, or Other","Prefer not to say","Other or Prefer not to say","No","Bachelor’s Degree","No"
"283",283,2,5,5,4,5,4,3,2,4,4,2,3,1,2,4,2,3,2,2,1,5,2,4,4,4,2,4,4,4,4,4,4,4,1,4,3,2,3,1,4,4,4,5,4,4,2,41,"Woman","Yes","White","No","High School","No"
"284",284,4,5,4,4,5,4,4,3,5,5,2,4,1,3,5,3,2,1,3,2,5,2,4,5,3,3,4,5,5,2,1,4,2,2,4,3,1,4,1,3,3,2,5,4,2,4,24,"Man","Yes","White","No","Master’s Degree","No"
"285",285,4,5,5,5,5,5,4,4,5,5,1,4,1,3,5,4,3,3,4,3,5,3,3,5,4,4,4,3,4,5,4,4,5,2,3,3,3,4,3,3,3,2,3,5,2,5,28,"Man","Yes","White","No","Other option not represented here","No"
"286",286,3,5,4,5,5,4,1,3,5,4,4,4,1,1,4,1,1,1,1,2,4,2,3,4,3,2,3,3,3,4,1,4,2,1,4,4,1,3,3,5,2,4,5,4,2,3,23,"Man","Yes","Multiracial","No","Less than High School","No"
"287",287,5,5,5,4,5,5,5,4,4,4,3,4,1,3,3,4,4,4,4,4,5,5,4,4,3,3,5,5,4,5,4,4,4,4,2,2,5,4,4,4,4,1,2,5,3,4,29,"Man","Yes","White","No","High School","No"
"288",288,5,5,3,3,3,4,4,4,4,4,4,3,1,3,2,2,1,3,4,2,5,4,4,3,2,2,4,3,4,4,3,2,4,3,2,4,3,3,2,4,4,2,4,5,2,4,19,"Man","Yes","Asian or Asian American","No","High School","No"
"289",289,4,5,5,4,5,5,3,3,5,4,4,4,1,3,5,2,2,2,2,2,4,4,5,5,4,4,5,5,4,4,5,5,4,4,2,2,2,5,2,2,2,1,3,4,4,5,26,"Man","Yes","White","No","Bachelor’s Degree","No"
"290",290,4,5,4,4,4,4,4,2,5,4,2,3,1,3,4,3,3,4,3,3,4,4,3,5,5,5,4,3,4,4,3,3,3,4,2,3,5,4,3,4,4,2,2,5,4,4,24,"Man","Yes","Asian or Asian American","No","High School","No"
"291",291,5,5,5,5,5,5,4,5,5,5,3,5,1,2,3,4,2,3,3,3,5,3,5,4,5,5,5,3,5,5,5,4,4,4,2,2,2,4,1,4,4,3,4,5,4,5,37,"Man","Yes","White","No","Bachelor’s Degree","Prefer not to say"
"292",292,5,5,5,5,5,5,5,5,5,5,3,5,1,5,5,5,5,5,3,5,3,5,4,5,5,4,4,5,5,5,5,5,5,4,3,2,3,4,3,3,3,5,3,4,3,5,31,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"293",293,5,5,5,4,3,5,5,5,5,5,1,5,1,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,1,1,4,5,4,1,2,1,4,5,5,5,37,"Non-Binary, Agender, or Other","No","Multiracial","No","Master’s Degree","No"
"294",294,2,5,4,4,3,4,2,5,5,5,5,4,1,4,4,4,2,5,4,2,5,3,4,4,4,4,4,4,5,5,4,4,5,2,2,2,4,4,2,2,4,2,4,5,5,4,30,"Woman","Yes","White","No","High School","No"
"295",295,NA,2,3,3,4,3,4,2,4,4,4,4,1,2,2,2,2,3,2,3,4,2,4,3,NA,4,2,4,4,4,3,3,4,2,2,3,2,3,1,2,4,2,4,4,2,4,59,"Woman","Yes","White","No","Associate’s Degree","No"
"296",296,5,5,5,5,5,5,4,4,5,5,2,4,1,5,4,4,4,5,2,5,5,5,2,4,2,2,5,5,5,4,4,1,2,4,2,2,4,5,2,4,4,2,2,5,2,2,32,"Man","Yes","White","No","Bachelor’s Degree","No"
"297",297,3,5,3,3,3,3,3,3,4,4,4,4,1,3,4,1,2,3,3,2,4,3,2,4,3,3,4,4,5,4,3,3,3,2,2,4,3,3,1,4,4,2,4,4,1,4,33,"Man","Yes","White","No","Master’s Degree","No"
"298",298,5,5,3,3,4,4,4,4,4,4,2,3,1,4,4,2,5,4,4,4,5,4,5,5,4,4,5,5,3,5,4,4,4,4,3,1,4,4,4,3,2,1,2,4,4,NA,33,"Man","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"299",299,4,5,5,5,5,3,4,1,5,5,3,5,1,1,4,1,1,3,2,3,5,1,4,5,2,3,2,5,4,4,4,4,4,1,1,1,1,5,2,1,1,2,5,4,3,5,59,"Woman","Yes","White","No","Other option not represented here","Yes"
"300",300,1,5,3,5,5,1,1,1,5,1,5,5,1,1,2,3,1,5,1,1,5,1,3,4,2,1,4,4,4,4,2,1,4,1,4,3,1,2,1,3,4,2,5,5,4,4,28,"Woman","Yes","White","No","Master’s Degree","No"
"301",301,1,5,4,5,5,4,1,1,5,5,5,4,1,5,2,2,1,1,1,1,5,3,2,5,3,2,4,3,5,5,3,5,3,2,4,3,1,4,1,4,4,2,4,5,4,3,32,"Woman","Yes","White","No","Bachelor’s Degree","No"
"302",302,3,3,4,2,4,3,3,2,3,3,3,2,1,2,4,1,2,2,2,2,4,1,1,4,1,2,3,2,2,4,2,3,3,2,4,2,1,3,1,2,2,4,5,3,3,2,34,"Man","Yes","Asian or Asian American","No","Master’s Degree","No"
"303",303,4,4,3,3,4,3,3,3,4,5,4,5,1,4,5,3,5,5,3,5,4,5,3,3,4,3,5,3,3,3,5,4,4,1,1,1,3,3,3,3,3,1,4,5,5,3,33,"Man","Yes","White","No","High School","Yes"
"304",304,3,5,4,4,5,5,3,3,3,4,3,3,1,3,3,1,1,3,1,2,5,2,4,4,1,3,3,3,4,4,3,3,4,3,1,3,3,3,1,4,4,2,4,4,4,2,36,"Woman","Yes","White","No","Bachelor’s Degree","No"
"305",305,1,5,3,3,4,1,1,1,5,4,3,3,1,1,3,3,4,1,1,1,3,1,3,5,1,1,3,3,5,5,5,5,4,1,3,3,1,3,1,1,5,3,5,5,5,4,39,"Woman","Yes","Latine or Hispanic","Yes","Associate’s Degree","No"
"306",306,4,5,5,5,5,5,4,4,4,4,4,5,1,5,5,2,5,5,4,2,5,4,3,4,3,2,5,4,5,5,5,5,5,1,2,4,2,5,1,4,2,1,5,5,2,5,20,"Man","Yes","Asian or Asian American","No","High School","No"
"307",307,3,5,5,5,5,3,3,3,5,4,5,4,1,1,4,2,2,4,3,3,5,3,4,5,3,3,3,4,5,4,3,5,4,2,3,3,3,4,3,2,3,2,2,4,5,5,57,"Man","Yes","White","No","Bachelor’s Degree","No"
"308",308,5,5,5,4,5,5,5,5,5,4,2,5,1,1,4,1,2,3,4,5,5,5,4,5,5,4,5,5,5,5,4,5,5,2,2,3,3,5,3,4,4,2,4,5,4,4,23,"Woman","Yes","White",NA,"Bachelor’s Degree","No"
"309",309,2,5,5,4,5,5,5,3,5,5,1,4,1,4,5,4,1,2,2,5,5,4,4,5,1,2,5,3,5,5,2,2,5,2,2,4,2,5,1,2,2,2,4,4,4,5,45,"Woman","Yes","White","No","High School","No"
"310",310,4,4,3,5,4,3,3,3,2,4,2,4,1,1,3,2,1,5,2,2,4,3,2,4,2,4,5,3,1,1,2,4,2,2,2,1,5,4,2,4,4,1,1,4,1,1,33,"Man","Yes",NA,NA,"Bachelor’s Degree","No"
"311",311,5,5,4,4,2,5,5,5,5,5,1,3,1,5,4,5,5,5,5,5,3,5,5,4,4,4,5,5,4,5,5,5,5,5,1,1,5,4,4,2,4,1,1,5,3,4,42,"Man","Yes","White","No","Bachelor’s Degree","No"
"312",312,3,5,5,4,5,5,3,3,5,4,2,5,1,4,3,3,2,3,2,3,5,3,3,4,4,3,5,3,3,5,2,4,4,2,3,4,2,4,1,4,3,3,5,3,3,5,42,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"313",313,4,5,5,5,5,4,5,4,5,4,3,5,1,4,5,3,3,4,4,4,4,5,5,4,3,3,5,5,5,5,4,4,5,4,1,1,3,4,4,3,3,3,3,5,3,5,44,"Woman","Yes","White","No","High School","No"
"314",314,3,5,5,3,5,3,3,1,5,5,4,5,1,3,4,3,3,3,2,1,5,3,5,4,3,3,3,5,5,3,4,4,3,1,3,4,2,5,3,4,4,2,4,4,4,4,52,"Man","Yes","Black or African American",NA,"Other option not represented here","No"
"315",315,4,5,3,2,5,5,4,4,5,5,2,5,1,5,5,4,5,4,4,4,4,4,4,5,4,4,5,4,5,5,5,5,5,2,2,3,3,5,4,2,2,2,2,4,4,5,25,"Man","Yes","Black or African American","No","High School","No"
"316",316,5,5,5,5,5,5,5,4,3,4,1,4,1,5,5,4,4,1,2,2,5,5,4,5,5,4,4,4,4,4,4,4,4,3,4,4,5,5,4,2,2,2,4,5,5,2,35,"Man","Yes","Latine or Hispanic","Yes","Other option not represented here","No"
"317",317,1,4,3,3,4,3,1,1,3,5,3,3,1,2,2,2,1,1,2,1,4,2,3,3,1,2,4,3,5,5,2,3,4,1,4,3,4,3,2,3,3,3,4,5,2,1,29,"Man","Yes","White",NA,"Master’s Degree","No"
"318",318,1,5,1,3,5,1,1,1,5,3,3,3,1,1,1,1,1,5,1,1,5,1,1,4,3,3,3,3,5,1,4,5,4,1,5,5,1,3,1,3,3,3,5,3,4,3,58,"Woman","Yes","White","No","Associate’s Degree","No"
"319",319,4,5,5,5,5,5,5,4,5,1,1,5,1,4,5,5,5,3,4,3,5,4,5,5,5,5,4,5,4,2,3,5,5,1,1,1,3,4,3,2,2,2,5,5,5,4,41,"Woman","Yes","White","No","Associate’s Degree","No"
"320",320,2,5,4,5,5,1,4,1,5,4,3,4,1,1,1,1,1,1,1,1,5,1,1,5,3,4,1,3,2,5,1,1,4,5,4,5,1,3,1,3,5,5,5,5,4,5,53,"Woman","Yes","White","No","Associate’s Degree","No"
"321",321,2,5,5,5,5,3,2,2,4,4,3,4,1,1,4,2,1,1,1,1,5,1,3,2,1,1,4,3,4,4,2,2,4,2,2,5,1,3,1,5,5,4,5,5,2,5,33,"Man","Yes","White","No","Bachelor’s Degree","No"
"322",322,3,5,5,5,5,4,4,3,3,3,3,3,1,5,3,4,3,5,4,3,5,4,4,4,3,3,5,4,4,3,3,3,4,4,3,3,4,4,2,4,4,4,3,3,4,4,36,"Woman","Yes","White","No","High School","No"
"323",323,3,5,3,4,2,5,3,3,5,4,3,2,1,2,3,4,3,5,4,4,5,1,3,5,5,5,3,5,5,5,4,5,5,1,4,3,4,4,1,4,5,3,4,4,4,2,51,"Woman","Yes","Black or African American","No","Bachelor’s Degree","No"
"324",324,4,5,4,4,5,5,4,3,4,4,3,4,1,4,3,3,5,4,3,3,4,4,3,4,3,3,5,5,5,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,25,"Man","Yes","White","No","High School","No"
"325",325,4,5,5,3,5,5,3,3,5,5,1,3,1,4,4,3,4,4,4,4,5,4,3,5,2,1,5,5,3,5,5,5,3,4,3,2,5,5,4,2,4,2,3,5,2,5,55,"Man","Yes","White","No","Bachelor’s Degree","No"
"326",326,5,5,5,5,5,5,5,4,5,4,3,5,1,3,4,1,1,2,4,1,5,4,3,5,3,4,5,5,5,5,5,5,5,1,2,3,3,5,1,4,3,2,5,4,5,4,23,"Woman","Yes","Asian or Asian American","No","Bachelor’s Degree","No"
"327",327,5,5,5,5,5,5,5,5,5,5,1,5,1,4,5,5,2,5,5,5,4,5,5,5,5,3,5,5,5,5,5,5,4,4,1,1,5,5,1,1,1,2,2,5,5,4,41,"Woman","Yes","White","No","High School","Yes"
"328",328,2,5,4,2,5,4,2,1,5,5,1,4,1,3,4,4,1,2,2,2,5,3,3,5,1,1,4,3,4,4,5,5,4,2,1,3,3,3,1,4,4,2,4,4,1,4,61,"Man","Yes","White","No","Associate’s Degree","Yes"
